Sup;Conf;Lift;Conv;Chi2;Lapl;Leve;Jacc;Cosi;Phi;MI;WRA;Entp;Gini;Cons;Ant
0.15113256591162272;0.9713603818615751;1.0210279111448952;1.698508478772121;4.291014797448549;0.9691211401425178;0.0031125517063740893;0.1581196581196581;0.3928238384807016;0.03991736170960392;19.089362382368357;0.003112551706374105;9.055774752276258E-4;7.373970112257988E-5;correct=True;average_sentence_length=(13.0 - 17.0]  &  unique_words=(13.0 - 17.0]
0.16004455997029335;0.9663677130044843;1.0157799575023716;1.446367124644138;2.603080674698187;0.9642857142857143;0.002486263226759017;0.1672487388436166;0.4031997722284951;0.031090351871032172;18.546450581458608;0.0024862632267590307;5.286800477639075E-4;4.473309928097746E-5;correct=True;length=(14.0 - 18.0]  &  unique_words=(13.0 - 17.0]
0.1778685480876346;0.9657258064516129;1.0151052290297398;1.4192787400886806;2.713003986043536;0.963855421686747;0.002646765162089698;0.18573090345094997;0.42491798413774584;0.0317400085360006;17.60050567376902;0.002646765162089704;5.471645510880252E-4;4.662209582544097E-5;correct=True;percentage_polysyllabic_words=(0.222 - 1.0]
0.2072038618640921;0.9653979238754326;1.0147605811852223;1.4058299294467131;3.1359459263745704;0.9637931034482758;0.0030139616000498526;0.2161115414407436;0.4585436852569542;0.034124485016970345;16.178881409811105;0.0030139616000498543;6.28335335494834E-4;5.389021624566115E-5;correct=True;unique_words=(13.0 - 17.0]
0.16524322317118456;0.9632034632034632;1.0124539135077777;1.3219894716148595;1.6916023464501935;0.9612068965517241;0.0020326108494068684;0.17254749903063202;0.40902463004115647;0.02506287930818343;18.235287557519438;0.0020326108494068385;3.3615581579762854E-4;2.906963907929605E-5;correct=True;unique_words=(9.0 - 13.0]  &  length=(9.0 - 14.0]
0.20349053100631267;0.9630931458699473;1.0123379554362872;1.318037946704861;2.1477727685870383;0.9614711033274956;0.002480058255032336;0.2121564072783585;0.453873537573601;0.028240734581615613;16.327079088049956;0.0024800582550323336;4.245104543810496E-4;3.6908780209551906E-5;correct=True;length=(9.0 - 14.0]
0.18195321203119197;0.962671905697446;1.0118951764415387;1.3031641487677594;1.7368051895687238;0.9608610567514677;0.0021389226983243304;0.18984889577683067;0.4290892419909962;0.02539553563990517;17.36406236258671;0.0021389226983243325;3.433076286320502E-4;2.9846435314742625E-5;correct=True;average_sentence_length=(13.0 - 17.0]
0.18863720757519495;0.9621212121212122;1.011316324840915;1.2842183438544372;1.6448678655575684;0.960377358490566;0.0021107934931632877;0.1967467079783114;0.43677441258983907;0.024714244075319546;17.027037910270916;0.0021107934931632894;3.23792594189104E-4;2.8266522143868822E-5;correct=True;Flesch_Reading_ease_score=(57.27 - 68.1]
0.20497586334942444;0.9616724738675958;1.0108446417351427;1.269182729635754;1.6778592913761174;0.9600694444444444;0.0021990419799430283;0.21362229102167182;0.455190897483463;0.024960862728837623;16.24348132714325;0.0021990419799430344;3.288009242128076E-4;2.883346912371798E-5;correct=True;percentage_monosyllabic_words=(0.758 - 0.857]
0.15224656516895654;0.9601873536299765;1.0092835844361931;1.221838754068279;0.8553493628245041;0.958041958041958;0.0014003931745862341;0.1589763474214812;0.39199484564445863;0.017821883130461007;18.9228665023763;0.0014003931745862404;1.6700085472276527E-4;1.4698902088966515E-5;correct=True;average_sentence_length=(9.0 - 13.0]  &  length=(9.0 - 14.0]
0.1682138878574081;0.9597457627118644;1.0088194141229707;1.2084351242011437;0.8705968565725901;0.9578059071729957;0.0014705782992282534;0.1755133669120496;0.4119434861672867;0.017980028287510146;18.04423488661675;0.0014705782992282708;1.692934070288976E-4;1.4960925336260367E-5;correct=True;average_sentence_length=(9.0 - 13.0]
0.1830672112885258;0.9591439688715954;1.008186849403281;1.190635333227238;0.8326906251602632;0.9573643410852714;0.0014865733374571088;0.19086333720480061;0.4296113999628311;0.017584242358973663;17.273659233320966;0.001486573337457108;1.611551236250508E-4;1.4309519012434269E-5;correct=True;length=(14.0 - 18.0]
0.1741552172298552;0.9591002044989775;1.0081408472739055;1.18936130709246;0.7744273220317602;0.9572301425661914;0.0014063223697917682;0.18164213787761424;0.4190143055496761;0.01695790338458151;17.72692847878239;0.001406322369791757;1.499480918411844E-4;1.3308282996740695E-5;correct=True;unique_words=(9.0 - 13.0]
0.19457853694764204;0.9579524680073126;1.0069344248023782;1.1568963011995657;0.6455392864341;0.9562841530054644;0.0013399981164463337;0.20270793036750484;0.44263735402726945;0.015482573921104234;16.697067458877033;0.001339998116446346;1.2399377104338472E-4;1.1093383800980794E-5;correct=True;type_token_ratio=(0.9 - 0.947]
0.18678054214630524;0.9562737642585551;1.0051698856941018;1.11248163515717;0.34169049499524484;0.9545454545454546;9.60667511553992E-4;0.19458413926499032;0.43329686843904613;0.011264146034545825;17.060788897160926;9.606675115539946E-4;6.50661511769346E-5;5.871840617302504E-6;correct=True;average_syllables_per_word=(1.8 - 3.5]
0.19309320460453028;0.9558823529411765;1.0047584607613538;1.1026117093699714;0.30188369166812695;0.9542124542124543;9.14474944255228E-4;0.20108275328692962;0.4404679682359717;0.010587700542287904;16.74815260611507;9.144749442552219E-4;5.734794079445549E-5;5.187773579745647E-6;correct=True;Flesch_Reading_ease_score=(-136.65 - 42.38]
0.20794652803564798;0.9556313993174061;1.004494675394916;1.096375217801136;0.29591973443033115;0.9540816326530612;9.304699824840557E-4;0.21638330757341576;0.45703520671679987;0.010482594532299959;16.044563383923947;9.304699824840441E-4;5.610185081530994E-5;5.0852849040883275E-6;correct=True;percentage_polysyllabic_words=(0.049 - 0.1]
0.19457853694764204;0.9527272727272728;1.001442055212547;1.029021108857722;0.0281091995767316;0.9510869565217391;2.801889455257278E-4;0.20247295208655333;0.4414285105666569;0.003230770158580777;16.64521622892434;2.801889455257209E-4;5.2540854876825804E-6;4.830475011791124E-7;correct=True;average_syllables_per_word=(1.611 - 1.8]
0.1908652060898626;0.9518518518518518;1.0005218723797957;1.0103116341512168;0.003597680049377399;0.9501845018450185;9.955532414840373E-5;0.19860896445131376;0.4369952097783052;0.0011558276836868366;16.81672562855249;9.955532414839899E-5;6.695933184031055E-7;6.182496768702972E-8;correct=True;unique_words=(17.0 - 22.0]
0.24062383958410694;0.9515418502202643;1.0001960197670459;1.0038483610707876;6.849566022488902E-4;0.9502196193265008;4.7157785122931006E-5;0.24971098265895952;0.490582313799721;5.043283144312374E-4;14.567711030701258;4.715778512290777E-5;1.2727576378934735E-7;1.1770757493700934E-8;correct=True;average_syllables_per_word=(1.35 - 1.5]
