test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8951125755079626,0.9036697247706422,4.910610980348624e-05,12,37
0.8929159802306426,0.9071100917431193,5.062080751992005e-05,6,38
0.8846787479406919,0.893348623853211,4.909746860292572e-05,10,39
0.8896210873146623,0.9013761467889908,4.8127952085491855e-05,4,40
0.8929159802306426,0.9071100917431193,4.7879321178455136e-05,21,41
0.8846787479406919,0.8990825688073395,5.053570478712707e-05,15,42
0.8901702361339923,0.9048165137614679,5.057013866208792e-05,24,43
0.8890719384953323,0.8944954128440367,5.022318136685501e-05,7,44
0.8912685337726524,0.9013761467889908,4.843091781423486e-05,23,45
0.885227896760022,0.9013761467889908,4.93360181093085e-05,14,46
