test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8704008786381109,0.8899082568807339,0.0004618407474121898,29,37
0.8638110928061504,0.8853211009174312,0.00046215183063236844,37,38
0.8649093904448105,0.8956422018348624,0.00046199327769481105,47,39
0.8627127951674904,0.8967889908256881,0.0004626124328077003,31,40
0.8687534321801208,0.8807339449541285,0.00046228891149580574,34,41
0.871499176276771,0.8944954128440367,0.00046191838728995327,42,42
0.8594179022515102,0.8876146788990825,0.00046147899533417904,25,43
0.8720483250961011,0.8887614678899083,0.0004599682254361818,46,44
0.870950027457441,0.8876146788990825,0.00046128090235769323,34,45
0.8599670510708401,0.8876146788990825,0.0004604040823553631,31,46
