test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8594179022515102,0.8784403669724771,0.00032168872273930605,27,37
0.8599670510708401,0.8635321100917431,0.00032229727274241647,21,38
0.8511806699615596,0.8704128440366973,0.0003213898157562809,28,39
0.8676551345414607,0.8669724770642202,0.00032175484101632217,14,40
0.8665568369028006,0.8600917431192661,0.0003218828878973553,28,41
0.85722130697419,0.8772935779816514,0.000320190521860306,28,42
0.8473366282262493,0.8681192660550459,0.00032414714429877345,6,43
0.8544755628775398,0.8646788990825688,0.00032105058317063995,13,44
0.8616144975288303,0.8704128440366973,0.00032180603358327917,26,45
0.8627127951674904,0.8681192660550459,0.000320201257897366,18,46
