test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8846787479406919,0.8956422018348624,0.0003557587507856475,5,37
0.8841295991213619,0.8967889908256881,0.0003557841506782042,13,38
0.8764415156507414,0.8979357798165137,0.00035545761803884156,5,39
0.8984074684239429,0.9025229357798165,0.0003544416223365746,21,40
0.8885227896760022,0.8990825688073395,0.0003574293828940143,5,41
0.8901702361339923,0.9071100917431193,0.00035475087257481614,28,42
0.8786381109280615,0.9002293577981652,0.00035506954957730555,3,43
0.8885227896760022,0.8944954128440367,0.00035459742580122637,8,44
0.8945634266886326,0.8990825688073395,0.00035593288406967006,28,45
0.8989566172432729,0.8956422018348624,0.0003555226888976079,22,46
