test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8528281164195497,0.8715596330275229,0.0002667238789557887,5,37
0.8522789676002197,0.856651376146789,0.0002659919954537691,5,38
0.8627127951674904,0.8727064220183486,0.00026943368089519837,14,39
0.8533772652388797,0.8727064220183486,0.00026579180764078376,14,40
0.8660076880834706,0.8727064220183486,0.0002681178617189377,16,41
0.8731466227347611,0.8715596330275229,0.0002663490341496559,22,42
0.8621636463481603,0.8658256880733946,0.00026778583013376385,17,43
0.8632619439868204,0.8715596330275229,0.0002704729816535225,16,44
0.8638110928061504,0.8669724770642202,0.0002686081843871065,14,45
0.85612300933553,0.8669724770642202,0.00026839948630084183,6,46
