test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9308072487644151,0.9323394495412844,4.872065988757465e-05,9,37
0.9330038440417353,0.9334862385321101,4.7298265904400915e-05,14,38
0.9319055464030752,0.9288990825688074,4.7073987471671104e-05,26,39
0.9324546952224053,0.926605504587156,4.8459852743384475e-05,18,40
0.9302580999450851,0.926605504587156,4.6909804661021267e-05,7,41
0.9384953322350357,0.930045871559633,4.739187891047319e-05,14,42
0.9269632070291048,0.9311926605504587,4.7824593574905185e-05,19,43
0.9335529928610653,0.9334862385321101,4.698508784772275e-05,14,44
0.9297089511257551,0.9288990825688074,4.811080061165204e-05,33,45
0.9362987369577156,0.926605504587156,4.714364078528013e-05,30,46
