test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8808347062053816,0.9002293577981652,0.0003917456851563304,13,37
0.8962108731466227,0.8990825688073395,0.00039086663939021956,9,38
0.8978583196046128,0.8967889908256881,0.0003914383988273072,21,39
0.8956617243272927,0.911697247706422,0.0003914856635758276,25,40
0.8890719384953323,0.9013761467889908,0.0003912714665437517,11,41
0.9028006589785832,0.9013761467889908,0.000389887172399413,12,42
0.8940142778693025,0.908256880733945,0.0003920377839207322,34,43
0.900604063701263,0.9048165137614679,0.00038939907549502496,22,44
0.8951125755079626,0.9036697247706422,0.00039050253062114683,23,45
0.8923668314113125,0.9002293577981652,0.0003911333382620646,18,46
